Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
-1.0000    -0.4300   -0.5700       00100   005        3          0000000004   0.70  0.50  0.20
-1.2000    -0.4319   -0.7681       00100   005        3          0000000004   0.80  0.50  0.20
-1.4000    -0.3417   -1.0583       00100   005        3          0000000004   0.90  0.50  0.20
-1.6000    -1.5371   -0.0629       00100   005        3          0000000004   1.00  0.50  0.20
 0.4000     0.4000    0.0000       00100   005        3          0000000004   0.00  0.60  0.20
 0.2000     0.2141   -0.0141       00100   005        3          0000000004   0.10  0.60  0.20
 0.0000     0.0046   -0.0046       00100   005        3          0000000004   0.20  0.60  0.20
-0.2000    -0.1423   -0.0577       00100   005        3          0000000004   0.30  0.60  0.20
-0.4000    -0.3340   -0.0660       00100   005        3          0000000004   0.40  0.60  0.20
-0.6000    -0.3595   -0.2405       00100   005        3          0000000004   0.50  0.60  0.20
-0.8000    -0.6158   -0.1842       00100   005        3          0000000004   0.60  0.60  0.20
-1.0000    -0.5604   -0.4396       00100   005        3          0000000004   0.70  0.60  0.20
-1.2000    -0.9988   -0.2012       00100   005        3          0000000004   0.80  0.60  0.20
-1.4000    -0.7145   -0.6855       00100   005        3          0000000004   0.90  0.60  0.20
-1.6000    -1.4823   -0.1177       00100   005        3          0000000004   1.00  0.60  0.20
 0.4000     0.4000    0.0000       00100   005        3          0000000004   0.00  0.70  0.20
 0.2000     0.2015   -0.0015       00100   005        3          0000000004   0.10  0.70  0.20
 0.0000     0.0740   -0.0740       00100   005        3          0000000004   0.20  0.70  0.20
-0.2000     0.0200   -0.2200       00100   005        3          0000000004   0.30  0.70  0.20
-0.4000    -0.2234   -0.1766       00100   005        3          0000000004   0.40  0.70  0.20
-0.6000    -0.5696   -0.0304       00100   005        3          0000000004   0.50  0.70  0.20
-0.8000    -0.6011   -0.1989       00100   005        3          0000000004   0.60  0.70  0.20
-1.0000    -0.9296   -0.0704       00100   005        3          0000000004   0.70  0.70  0.20
-1.2000    -0.8729   -0.3271       00100   005        3          0000000004   0.80  0.70  0.20
-1.4000    -1.3091   -0.0909       00100   005        3          0000000004   0.90  0.70  0.20
-1.6000    -1.5424   -0.0576       00100   005        3          0000000004   1.00  0.70  0.20
 0.4000     0.4000    0.0000       00100   005        3          0000000004   0.00  0.80  0.20
 0.2000     0.3126   -0.1126       00100   005        3          0000000004   0.10  0.80  0.20
 0.0000     0.0209   -0.0209       00100   005        3          0000000004   0.20  0.80  0.20
-0.2000    -0.1739   -0.0261       00100   005        3          0000000004   0.30  0.80  0.20
-0.4000    -0.3691   -0.0309       00100   005        3          0000000004   0.40  0.80  0.20
-0.6000    -0.5560   -0.0440       00100   005        3          0000000004   0.50  0.80  0.20
-0.8000    -0.6825   -0.1175       00100   005        3          0000000004   0.60  0.80  0.20
-1.0000    -0.8935   -0.1065       00100   005        3          0000000004   0.70  0.80  0.20
-1.2000    -1.0543   -0.1457       00100   005        3          0000000004   0.80  0.80  0.20
-1.4000    -0.9968   -0.4032       00100   005        3          0000000004   0.90  0.80  0.20
-1.6000    -1.4632   -0.1368       00100   005        3          0000000004   1.00  0.80  0.20
 0.4000     0.4000    0.0000       00100   005        3          0000000004   0.00  0.90  0.20
 0.2000     0.3637   -0.1637       00100   005        3          0000000004   0.10  0.90  0.20
 0.0000     0.0476   -0.0476       00100   005        3          0000000004   0.20  0.90  0.20
-0.2000    -0.0764   -0.1236       00100   005        3          0000000004   0.30  0.90  0.20
-0.4000    -0.2544   -0.1456       00100   005        3          0000000004   0.40  0.90  0.20
-0.6000    -0.4284   -0.1716       00100   005        3          0000000004   0.50  0.90  0.20
-0.8000    -0.7078   -0.0922       00100   005        3          0000000004   0.60  0.90  0.20
-1.0000    -0.8879   -0.1121       00100   005        3          0000000004   0.70  0.90  0.20
-1.2000    -1.1409   -0.0591       00100   005        3          0000000004   0.80  0.90  0.20
-1.4000    -1.3068   -0.0932       00100   005        3          0000000004   0.90  0.90  0.20
-1.6000    -1.0733   -0.5267       00100   005        3          0000000004   1.00  0.90  0.20
 0.4000     0.4000    0.0000       00100   005        3          0000000004   0.00  1.00  0.20
 0.2000     0.2610   -0.0610       00100   005        3          0000000004   0.10  1.00  0.20
 0.0000     0.0247   -0.0247       00100   005        3          0000000004   0.20  1.00  0.20
-0.2000    -0.1506   -0.0494       00100   005        3          0000000004   0.30  1.00  0.20
-0.4000    -0.2359   -0.1641       00100   005        3          0000000004   0.40  1.00  0.20
-0.6000    -0.5101   -0.0899       00100   005        3          0000000004   0.50  1.00  0.20
-0.8000    -0.6554   -0.1446       00100   005        3          0000000004   0.60  1.00  0.20
-1.0000    -0.8493   -0.1507       00100   005        3          0000000004   0.70  1.00  0.20
-1.2000    -1.1127   -0.0873       00100   005        3          0000000004   0.80  1.00  0.20
-1.4000    -0.1441   -1.2559       00100   005        3          0000000004   0.90  1.00  0.20
-1.6000    -1.2461   -0.3539       00100   005        3          0000000004   1.00  1.00  0.20
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.00  0.30
 0.4000     0.4024   -0.0024       00100   005        3          0000000004   0.10  0.00  0.30
 0.2000     0.3391   -0.1391       00100   005        3          0000000004   0.20  0.00  0.30
-0.0000     0.0064   -0.0064       00100   005        3          0000000004   0.30  0.00  0.30
-0.2000    -0.1766   -0.0234       00100   005        3          0000000004   0.40  0.00  0.30
-0.4000    -0.3539   -0.0461       00100   005        3          0000000004   0.50  0.00  0.30
-0.6000    -0.4922   -0.1078       00100   005        3          0000000004   0.60  0.00  0.30
-0.8000    -0.6493   -0.1507       00100   005        3          0000000004   0.70  0.00  0.30
-1.0000    -0.9078   -0.0922       00100   005        3          0000000004   0.80  0.00  0.30
-1.2000    -1.1178   -0.0822       00100   005        3          0000000004   0.90  0.00  0.30
-1.4000    -1.2480   -0.1520       00100   005        3          0000000004   1.00  0.00  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.10  0.30
 0.4000     0.4029   -0.0029       00100   005        3          0000000004   0.10  0.10  0.30
 0.2000     0.3155   -0.1155       00100   005        3          0000000004   0.20  0.10  0.30
-0.0000     0.4091   -0.4091       00100   005        3          0000000004   0.30  0.10  0.30
-0.2000    -0.1912   -0.0088       00100   005        3          0000000004   0.40  0.10  0.30
-0.4000    -0.2264   -0.1736       00100   005        3          0000000004   0.50  0.10  0.30
-0.6000    -0.5598   -0.0402       00100   005        3          0000000004   0.60  0.10  0.30
-0.8000    -0.7188   -0.0812       00100   005        3          0000000004   0.70  0.10  0.30
-1.0000    -0.9746   -0.0254       00100   005        3          0000000004   0.80  0.10  0.30
-1.2000    -1.1859   -0.0141       00100   005        3          0000000004   0.90  0.10  0.30
-1.4000    -1.3737   -0.0263       00100   005        3          0000000004   1.00  0.10  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.20  0.30
 0.4000     0.4022   -0.0022       00100   005        3          0000000004   0.10  0.20  0.30
 0.2000     0.2646   -0.0646       00100   005        3          0000000004   0.20  0.20  0.30
-0.0000     0.0102   -0.0102       00100   005        3          0000000004   0.30  0.20  0.30
-0.2000     0.1590   -0.3590       00100   005        3          0000000004   0.40  0.20  0.30
-0.4000    -0.3819   -0.0181       00100   005        3          0000000004   0.50  0.20  0.30
-0.6000    -0.5460   -0.0540       00100   005        3          0000000004   0.60  0.20  0.30
-0.8000    -0.6341   -0.1659       00100   005        3          0000000004   0.70  0.20  0.30
-1.0000    -0.9435   -0.0565       00100   005        3          0000000004   0.80  0.20  0.30
-1.2000    -1.1373   -0.0627       00100   005        3          0000000004   0.90  0.20  0.30
-1.4000    -1.3626   -0.0374       00100   005        3          0000000004   1.00  0.20  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.30  0.30
 0.4000     0.4151   -0.0151       00100   005        3          0000000004   0.10  0.30  0.30
 0.2000     0.2842   -0.0842       00100   005        3          0000000004   0.20  0.30  0.30
-0.0000     0.0442   -0.0442       00100   005        3          0000000004   0.30  0.30  0.30
-0.2000     0.2481   -0.4481       00100   005        3          0000000004   0.40  0.30  0.30
-0.4000    -0.2736   -0.1264       00100   005        3          0000000004   0.50  0.30  0.30
-0.6000    -0.2903   -0.3097       00100   005        3          0000000004   0.60  0.30  0.30
-0.8000    -0.4373   -0.3627       00100   005        3          0000000004   0.70  0.30  0.30
-1.0000    -0.6175   -0.3825       00100   005        3          0000000004   0.80  0.30  0.30
-1.2000    -0.4024   -0.7976       00100   005        3          0000000004   0.90  0.30  0.30
-1.4000    -0.9972   -0.4028       00100   005        3          0000000004   1.00  0.30  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.40  0.30
 0.4000     0.4224   -0.0224       00100   005        3          0000000004   0.10  0.40  0.30
 0.2000     0.2732   -0.0732       00100   005        3          0000000004   0.20  0.40  0.30
-0.0000     0.0529   -0.0529       00100   005        3          0000000004   0.30  0.40  0.30
-0.2000    -0.1944   -0.0056       00100   005        3          0000000004   0.40  0.40  0.30
-0.4000    -0.1675   -0.2325       00100   005        3          0000000004   0.50  0.40  0.30
-0.6000     0.0894   -0.6894       00100   005        3          0000000004   0.60  0.40  0.30
-0.8000    -0.7419   -0.0581       00100   005        3          0000000004   0.70  0.40  0.30
-1.0000    -0.8607   -0.1393       00100   005        3          0000000004   0.80  0.40  0.30
-1.2000    -1.0355   -0.1645       00100   005        3          0000000004   0.90  0.40  0.30
-1.4000    -0.7944   -0.6056       00100   005        3          0000000004   1.00  0.40  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.50  0.30
 0.4000     0.4080   -0.0080       00100   005        3          0000000004   0.10  0.50  0.30
 0.2000     0.2341   -0.0341       00100   005        3          0000000004   0.20  0.50  0.30
-0.0000     0.0715   -0.0715       00100   005        3          0000000004   0.30  0.50  0.30
-0.2000    -0.1451   -0.0549       00100   005        3          0000000004   0.40  0.50  0.30
-0.4000    -0.1237   -0.2763       00100   005        3          0000000004   0.50  0.50  0.30
-0.6000    -0.3691   -0.2309       00100   005        3          0000000004   0.60  0.50  0.30
-0.8000    -0.7806   -0.0194       00100   005        3          0000000004   0.70  0.50  0.30
-1.0000    -0.5793   -0.4207       00100   005        3          0000000004   0.80  0.50  0.30
-1.2000    -0.7478   -0.4522       00100   005        3          0000000004   0.90  0.50  0.30
-1.4000    -1.0816   -0.3184       00100   005        3          0000000004   1.00  0.50  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.60  0.30
 0.4000     0.4070   -0.0070       00100   005        3          0000000004   0.10  0.60  0.30
 0.2000     0.2140   -0.0140       00100   005        3          0000000004   0.20  0.60  0.30
-0.0000     0.1472   -0.1472       00100   005        3          0000000004   0.30  0.60  0.30
-0.2000    -0.1479   -0.0521       00100   005        3          0000000004   0.40  0.60  0.30
-0.4000    -0.0904   -0.3096       00100   005        3          0000000004   0.50  0.60  0.30
-0.6000    -0.3746   -0.2254       00100   005        3          0000000004   0.60  0.60  0.30
-0.8000    -0.7108   -0.0892       00100   005        3          0000000004   0.70  0.60  0.30
-1.0000    -0.9205   -0.0795       00100   005        3          0000000004   0.80  0.60  0.30
-1.2000    -1.1832   -0.0168       00100   005        3          0000000004   0.90  0.60  0.30
-1.4000    -1.1623   -0.2377       00100   005        3          0000000004   1.00  0.60  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.70  0.30
 0.4000     0.4201   -0.0201       00100   005        3          0000000004   0.10  0.70  0.30
 0.2000     0.2098   -0.0098       00100   005        3          0000000004   0.20  0.70  0.30
-0.0000     0.0531   -0.0531       00100   005        3          0000000004   0.30  0.70  0.30
-0.2000     0.0995   -0.2995       00100   005        3          0000000004   0.40  0.70  0.30
-0.4000     0.0316   -0.4316       00100   005        3          0000000004   0.50  0.70  0.30
-0.6000    -0.3927   -0.2073       00100   005        3          0000000004   0.60  0.70  0.30
-0.8000    -0.0667   -0.7333       00100   005        3          0000000004   0.70  0.70  0.30
-1.0000    -0.9556   -0.0444       00100   005        3          0000000004   0.80  0.70  0.30
-1.2000    -0.9542   -0.2458       00100   005        3          0000000004   0.90  0.70  0.30
-1.4000    -1.3507   -0.0493       00100   005        3          0000000004   1.00  0.70  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.80  0.30
 0.4000     0.4238   -0.0238       00100   005        3          0000000004   0.10  0.80  0.30
 0.2000     0.2386   -0.0386       00100   005        3          0000000004   0.20  0.80  0.30
-0.0000     0.0326   -0.0326       00100   005        3          0000000004   0.30  0.80  0.30
-0.2000    -0.0821   -0.1179       00100   005        3          0000000004   0.40  0.80  0.30
-0.4000    -0.2357   -0.1643       00100   005        3          0000000004   0.50  0.80  0.30
-0.6000    -0.3971   -0.2029       00100   005        3          0000000004   0.60  0.80  0.30
-0.8000    -0.6874   -0.1126       00100   005        3          0000000004   0.70  0.80  0.30
-1.0000    -0.9323   -0.0677       00100   005        3          0000000004   0.80  0.80  0.30
-1.2000    -1.1702   -0.0298       00100   005        3          0000000004   0.90  0.80  0.30
-1.4000    -1.1423   -0.2577       00100   005        3          0000000004   1.00  0.80  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  0.90  0.30
 0.4000     0.4099   -0.0099       00100   005        3          0000000004   0.10  0.90  0.30
 0.2000     0.2856   -0.0856       00100   005        3          0000000004   0.20  0.90  0.30
-0.0000     0.0407   -0.0407       00100   005        3          0000000004   0.30  0.90  0.30
-0.2000     0.2003   -0.4003       00100   005        3          0000000004   0.40  0.90  0.30
-0.4000    -0.3380   -0.0620       00100   005        3          0000000004   0.50  0.90  0.30
-0.6000    -0.2086   -0.3914       00100   005        3          0000000004   0.60  0.90  0.30
-0.8000    -0.2062   -0.5938       00100   005        3          0000000004   0.70  0.90  0.30
-1.0000    -0.2122   -0.7878       00100   005        3          0000000004   0.80  0.90  0.30
-1.2000    -0.6841   -0.5159       00100   005        3          0000000004   0.90  0.90  0.30
-1.4000    -0.8547   -0.5453       00100   005        3          0000000004   1.00  0.90  0.30
 0.6000     0.6000    0.0000       00100   005        3          0000000004   0.00  1.00  0.30
 0.4000     0.4493   -0.0493       00100   005        3          0000000004   0.10  1.00  0.30
 0.2000     0.2367   -0.0367       00100   005        3          0000000004   0.20  1.00  0.30
-0.0000     0.0202   -0.0202       00100   005        3          0000000004   0.30  1.00  0.30
-0.2000     0.0493   -0.2493       00100   005        3          0000000004   0.40  1.00  0.30
-0.4000    -0.3396   -0.0604       00100   005        3          0000000004   0.50  1.00  0.30
-0.6000    -0.2870   -0.3130       00100   005        3          0000000004   0.60  1.00  0.30
-0.8000     0.0394   -0.8394       00100   005        3          0000000004   0.70  1.00  0.30
-1.0000    -0.9219   -0.0781       00100   005        3          0000000004   0.80  1.00  0.30
-1.2000    -1.1027   -0.0973       00100   005        3          0000000004   0.90  1.00  0.30
-1.4000    -1.0314   -0.3686       00100   005        3          0000000004   1.00  1.00  0.30
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.00  0.40
 0.6000     0.6087   -0.0087       00100   005        3          0000000004   0.10  0.00  0.40
 0.4000     0.4065   -0.0065       00100   005        3          0000000004   0.20  0.00  0.40
 0.2000     0.2202   -0.0202       00100   005        3          0000000004   0.30  0.00  0.40
 0.0000     0.1286   -0.1286       00100   005        3          0000000004   0.40  0.00  0.40
-0.2000    -0.1313   -0.0687       00100   005        3          0000000004   0.50  0.00  0.40
-0.4000    -0.3461   -0.0539       00100   005        3          0000000004   0.60  0.00  0.40
-0.6000    -0.5916   -0.0084       00100   005        3          0000000004   0.70  0.00  0.40
-0.8000    -0.6291   -0.1709       00100   005        3          0000000004   0.80  0.00  0.40
-1.0000    -0.9021   -0.0979       00100   005        3          0000000004   0.90  0.00  0.40
-1.2000    -0.7419   -0.4581       00100   005        3          0000000004   1.00  0.00  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.10  0.40
 0.6000     0.6390   -0.0390       00100   005        3          0000000004   0.10  0.10  0.40
 0.4000     0.5328   -0.1328       00100   005        3          0000000004   0.20  0.10  0.40
 0.2000     0.2235   -0.0235       00100   005        3          0000000004   0.30  0.10  0.40
 0.0000     0.2465   -0.2465       00100   005        3          0000000004   0.40  0.10  0.40
-0.2000     0.2563   -0.4563       00100   005        3          0000000004   0.50  0.10  0.40
-0.4000    -0.3523   -0.0477       00100   005        3          0000000004   0.60  0.10  0.40
-0.6000    -0.5364   -0.0636       00100   005        3          0000000004   0.70  0.10  0.40
-0.8000    -0.6711   -0.1289       00100   005        3          0000000004   0.80  0.10  0.40
-1.0000    -0.6552   -0.3448       00100   005        3          0000000004   0.90  0.10  0.40
-1.2000    -0.9531   -0.2469       00100   005        3          0000000004   1.00  0.10  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.20  0.40
 0.6000     0.6713   -0.0713       00100   005        3          0000000004   0.10  0.20  0.40
 0.4000     0.4571   -0.0571       00100   005        3          0000000004   0.20  0.20  0.40
 0.2000     0.3306   -0.1306       00100   005        3          0000000004   0.30  0.20  0.40
 0.0000     0.2037   -0.2037       00100   005        3          0000000004   0.40  0.20  0.40
-0.2000     0.0248   -0.2248       00100   005        3          0000000004   0.50  0.20  0.40
-0.4000     0.1614   -0.5614       00100   005        3          0000000004   0.60  0.20  0.40
-0.6000    -0.4482   -0.1518       00100   005        3          0000000004   0.70  0.20  0.40
-0.8000    -0.3925   -0.4075       00100   005        3          0000000004   0.80  0.20  0.40
-1.0000    -0.8567   -0.1433       00100   005        3          0000000004   0.90  0.20  0.40
-1.2000    -0.8358   -0.3642       00100   005        3          0000000004   1.00  0.20  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.30  0.40
 0.6000     0.6990   -0.0990       00100   005        3          0000000004   0.10  0.30  0.40
 0.4000     0.4118   -0.0118       00100   005        3          0000000004   0.20  0.30  0.40
 0.2000     0.2129   -0.0129       00100   005        3          0000000004   0.30  0.30  0.40
 0.0000     0.2531   -0.2531       00100   005        3          0000000004   0.40  0.30  0.40
-0.2000     0.0249   -0.2249       00100   005        3          0000000004   0.50  0.30  0.40
-0.4000    -0.3859   -0.0141       00100   005        3          0000000004   0.60  0.30  0.40
-0.6000    -0.4125   -0.1875       00100   005        3          0000000004   0.70  0.30  0.40
-0.8000    -0.6139   -0.1861       00100   005        3          0000000004   0.80  0.30  0.40
-1.0000    -0.7726   -0.2274       00100   005        3          0000000004   0.90  0.30  0.40
-1.2000    -1.1392   -0.0608       00100   005        3          0000000004   1.00  0.30  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.40  0.40
 0.6000     0.6132   -0.0132       00100   005        3          0000000004   0.10  0.40  0.40
 0.4000     0.4773   -0.0773       00100   005        3          0000000004   0.20  0.40  0.40
 0.2000     0.2586   -0.0586       00100   005        3          0000000004   0.30  0.40  0.40
 0.0000     0.0292   -0.0292       00100   005        3          0000000004   0.40  0.40  0.40
-0.2000    -0.1423   -0.0577       00100   005        3          0000000004   0.50  0.40  0.40
-0.4000    -0.3429   -0.0571       00100   005        3          0000000004   0.60  0.40  0.40
-0.6000    -0.4962   -0.1038       00100   005        3          0000000004   0.70  0.40  0.40
-0.8000    -0.7349   -0.0651       00100   005        3          0000000004   0.80  0.40  0.40
-1.0000    -0.5261   -0.4739       00100   005        3          0000000004   0.90  0.40  0.40
-1.2000    -1.0363   -0.1637       00100   005        3          0000000004   1.00  0.40  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.50  0.40
 0.6000     0.6757   -0.0757       00100   005        3          0000000004   0.10  0.50  0.40
 0.4000     0.4239   -0.0239       00100   005        3          0000000004   0.20  0.50  0.40
 0.2000     0.4083   -0.2083       00100   005        3          0000000004   0.30  0.50  0.40
 0.0000     0.1390   -0.1390       00100   005        3          0000000004   0.40  0.50  0.40
-0.2000     0.1095   -0.3095       00100   005        3          0000000004   0.50  0.50  0.40
-0.4000    -0.3654   -0.0346       00100   005        3          0000000004   0.60  0.50  0.40
-0.6000    -0.2728   -0.3272       00100   005        3          0000000004   0.70  0.50  0.40
-0.8000    -0.5330   -0.2670       00100   005        3          0000000004   0.80  0.50  0.40
-1.0000    -0.8309   -0.1691       00100   005        3          0000000004   0.90  0.50  0.40
-1.2000    -0.9336   -0.2664       00100   005        3          0000000004   1.00  0.50  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.60  0.40
 0.6000     0.6214   -0.0214       00100   005        3          0000000004   0.10  0.60  0.40
 0.4000     0.4864   -0.0864       00100   005        3          0000000004   0.20  0.60  0.40
 0.2000     0.3470   -0.1470       00100   005        3          0000000004   0.30  0.60  0.40
 0.0000     0.1397   -0.1397       00100   005        3          0000000004   0.40  0.60  0.40
-0.2000     0.0170   -0.2170       00100   005        3          0000000004   0.50  0.60  0.40
-0.4000    -0.0810   -0.3190       00100   005        3          0000000004   0.60  0.60  0.40
-0.6000    -0.1997   -0.4003       00100   005        3          0000000004   0.70  0.60  0.40
-0.8000    -0.4980   -0.3020       00100   005        3          0000000004   0.80  0.60  0.40
-1.0000    -0.8037   -0.1963       00100   005        3          0000000004   0.90  0.60  0.40
-1.2000    -1.1269   -0.0731       00100   005        3          0000000004   1.00  0.60  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.70  0.40
 0.6000     0.6709   -0.0709       00100   005        3          0000000004   0.10  0.70  0.40
 0.4000     0.4519   -0.0519       00100   005        3          0000000004   0.20  0.70  0.40
 0.2000     0.4694   -0.2694       00100   005        3          0000000004   0.30  0.70  0.40
 0.0000     0.0351   -0.0351       00100   005        3          0000000004   0.40  0.70  0.40
-0.2000    -0.0896   -0.1104       00100   005        3          0000000004   0.50  0.70  0.40
-0.4000    -0.3753   -0.0247       00100   005        3          0000000004   0.60  0.70  0.40
-0.6000    -0.5631   -0.0369       00100   005        3          0000000004   0.70  0.70  0.40
-0.8000    -0.7627   -0.0373       00100   005        3          0000000004   0.80  0.70  0.40
-1.0000    -0.8875   -0.1125       00100   005        3          0000000004   0.90  0.70  0.40
-1.2000    -1.0132   -0.1868       00100   005        3          0000000004   1.00  0.70  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.80  0.40
 0.6000     0.6231   -0.0231       00100   005        3          0000000004   0.10  0.80  0.40
 0.4000     0.4394   -0.0394       00100   005        3          0000000004   0.20  0.80  0.40
 0.2000     0.2192   -0.0192       00100   005        3          0000000004   0.30  0.80  0.40
 0.0000     0.0413   -0.0413       00100   005        3          0000000004   0.40  0.80  0.40
-0.2000     0.1519   -0.3519       00100   005        3          0000000004   0.50  0.80  0.40
-0.4000    -0.3546   -0.0454       00100   005        3          0000000004   0.60  0.80  0.40
-0.6000    -0.3154   -0.2846       00100   005        3          0000000004   0.70  0.80  0.40
-0.8000    -0.5292   -0.2708       00100   005        3          0000000004   0.80  0.80  0.40
-1.0000    -0.2001   -0.7999       00100   005        3          0000000004   0.90  0.80  0.40
-1.2000    -0.9120   -0.2880       00100   005        3          0000000004   1.00  0.80  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  0.90  0.40
 0.6000     0.6016   -0.0016       00100   005        3          0000000004   0.10  0.90  0.40
 0.4000     0.4282   -0.0282       00100   005        3          0000000004   0.20  0.90  0.40
 0.2000     0.4673   -0.2673       00100   005        3          0000000004   0.30  0.90  0.40
 0.0000     0.1728   -0.1728       00100   005        3          0000000004   0.40  0.90  0.40
-0.2000    -0.1357   -0.0643       00100   005        3          0000000004   0.50  0.90  0.40
-0.4000     0.1620   -0.5620       00100   005        3          0000000004   0.60  0.90  0.40
-0.6000    -0.5191   -0.0809       00100   005        3          0000000004   0.70  0.90  0.40
-0.8000    -0.2102   -0.5898       00100   005        3          0000000004   0.80  0.90  0.40
-1.0000    -0.9467   -0.0533       00100   005        3          0000000004   0.90  0.90  0.40
-1.2000    -1.0457   -0.1543       00100   005        3          0000000004   1.00  0.90  0.40
 0.8000     0.8000    0.0000       00100   005        3          0000000004   0.00  1.00  0.40
 0.6000     0.6076   -0.0076       00100   005        3          0000000004   0.10  1.00  0.40
 0.4000     0.4423   -0.0423       00100   005        3          0000000004   0.20  1.00  0.40
 0.2000     0.2637   -0.0637       00100   005        3          0000000004   0.30  1.00  0.40
 0.0000     0.0237   -0.0237       00100   005        3          0000000004   0.40  1.00  0.40
-0.2000    -0.1942   -0.0058       00100   005        3          0000000004   0.50  1.00  0.40
-0.4000    -0.3438   -0.0562       00100   005        3          0000000004   0.60  1.00  0.40
-0.6000    -0.0157   -0.5843       00100   005        3          0000000004   0.70  1.00  0.40
-0.8000    -0.3391   -0.4609       00100   005        3          0000000004   0.80  1.00  0.40
-1.0000    -0.8081   -0.1919       00100   005        3          0000000004   0.90  1.00  0.40
-1.2000    -0.7469   -0.4531       00100   005        3          0000000004   1.00  1.00  0.40
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.00  0.50
 0.8000     0.8398   -0.0398       00100   005        3          0000000004   0.10  0.00  0.50
 0.6000     0.6357   -0.0357       00100   005        3          0000000004   0.20  0.00  0.50
 0.4000     0.4529   -0.0529       00100   005        3          0000000004   0.30  0.00  0.50
 0.2000     0.2520   -0.0520       00100   005        3          0000000004   0.40  0.00  0.50
-0.0000     0.0197   -0.0197       00100   005        3          0000000004   0.50  0.00  0.50
-0.2000     0.0301   -0.2301       00100   005        3          0000000004   0.60  0.00  0.50
-0.4000     0.5778   -0.9778       00100   005        3          0000000004   0.70  0.00  0.50
-0.6000    -0.5841   -0.0159       00100   005        3          0000000004   0.80  0.00  0.50
-0.8000    -0.5851   -0.2149       00100   005        3          0000000004   0.90  0.00  0.50
-1.0000    -0.7025   -0.2975       00100   005        3          0000000004   1.00  0.00  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.10  0.50
 0.8000     0.8012   -0.0012       00100   005        3          0000000004   0.10  0.10  0.50
 0.6000     0.7262   -0.1262       00100   005        3          0000000004   0.20  0.10  0.50
 0.4000     0.4192   -0.0192       00100   005        3          0000000004   0.30  0.10  0.50
 0.2000     0.4446   -0.2446       00100   005        3          0000000004   0.40  0.10  0.50
-0.0000     0.3387   -0.3387       00100   005        3          0000000004   0.50  0.10  0.50
-0.2000     0.0702   -0.2702       00100   005        3          0000000004   0.60  0.10  0.50
-0.4000    -0.3464   -0.0536       00100   005        3          0000000004   0.70  0.10  0.50
-0.6000    -0.4827   -0.1173       00100   005        3          0000000004   0.80  0.10  0.50
-0.8000    -0.6865   -0.1135       00100   005        3          0000000004   0.90  0.10  0.50
-1.0000    -0.6330   -0.3670       00100   005        3          0000000004   1.00  0.10  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.20  0.50
 0.8000     0.9042   -0.1042       00100   005        3          0000000004   0.10  0.20  0.50
 0.6000     0.6364   -0.0364       00100   005        3          0000000004   0.20  0.20  0.50
 0.4000     0.4513   -0.0513       00100   005        3          0000000004   0.30  0.20  0.50
 0.2000     0.2318   -0.0318       00100   005        3          0000000004   0.40  0.20  0.50
-0.0000     0.0685   -0.0685       00100   005        3          0000000004   0.50  0.20  0.50
-0.2000    -0.0519   -0.1481       00100   005        3          0000000004   0.60  0.20  0.50
-0.4000     0.2495   -0.6495       00100   005        3          0000000004   0.70  0.20  0.50
-0.6000    -0.3428   -0.2572       00100   005        3          0000000004   0.80  0.20  0.50
-0.8000    -0.6905   -0.1095       00100   005        3          0000000004   0.90  0.20  0.50
-1.0000    -0.1534   -0.8466       00100   005        3          0000000004   1.00  0.20  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.30  0.50
 0.8000     0.8216   -0.0216       00100   005        3          0000000004   0.10  0.30  0.50
